"Código";"Denominación";"Fecha";"Asiento";"Documento";"Concepto";"Ampliación";"Contrapartida";"CC";"Debe";"Haber";"s1";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"01/08/2013";"1190";"44797";"4";"N/PAGO 44797";"5720000001";"";"96,5";"";"-108,3";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"09/08/2013";"1294";"45303";"2";"S/FACTURA 45303 (310713)";"6000000001";"";"";"428,34";"-536,64";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"20/08/2013";"1297";"45037";"4";"N/PAGO 45037";"5720000001";"";"108,3";"";"-428,34";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"20/08/2013";"1314";"45419";"2";"S/FACTURA 45419 (120813)";"6000000001";"";"";"496,1";"-924,44";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"27/08/2013";"1319";"510";"2";"S/ABONO 510 (270813)";"6080000001";"";"143,99";"";"-780,45";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"02/09/2013";"1407";"45480";"2";"S/FACTURA 45480 (220813)";"6000000001";"";"";"483,4";"-1263,85";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"04/09/2013";"1403";"45303";"4";"N/PAGO 45303";"5720000001";"";"428,34";"";"-835,51";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"17/09/2013";"1449";"45419";"4";"N/PAGO 45419";"5720000001";"";"496,1";"";"-339,41";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"19/09/2013";"1459";"45738";"2";"S/FACTURA 45738 (100913)";"6000000002";"";"";"273,85";"-613,26";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"23/09/2013";"1473";"45786";"2";"S/FACTURA 45786 (120913)";"6000000001";"";"";"32,67";"-645,93";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"30/09/2013";"1583";"46125";"2";"S/FACTURA 46125 (300913)";"6000000002";"";"";"372,87";"-1018,8";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"01/10/2013";"1496";"45480";"4";"N/PAGO 45480";"5720000001";"";"483,4";"";"-535,4";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"15/10/2013";"1615";"45738";"4";"N/PAGO 45738";"5720000001";"";"273,85";"";"-405,54";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"15/10/2013";"1615";"510";"4";"N/PAGO 510";"5720000001";"";"";"143,99";"-679,39";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"17/10/2013";"1645";"45786";"4";"N/PAGO 45786";"5720000001";"";"32,67";"";"-372,87";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"25/10/2013";"1689";"46532";"2";"S/FACTURA 46532 (221013)";"6000000001";"";"";"208,57";"-581,44";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"01/11/2013";"1772";"46125";"4";"N/PAGO 46125";"5720000001";"";"372,87";"";"-208,57";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"05/11/2013";"1810";"46739";"2";"S/FACTURA 46739 (311013)";"6000000002";"";"";"138,81";"-347,38";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"05/11/2013";"1811";"46788";"2";"S/FACTURA 46788 (041113)";"6000000002";"";"";"237,09";"-584,47";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"06/11/2013";"1820";"46802";"2";"S/FACTURA 46802 (061113)";"6000000002";"";"";"30,67";"-615,14";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"27/11/2013";"1884";"46532";"4";"N/PAGO 46532";"5720000001";"";"208,57";"";"-406,57";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"04/12/2013";"1980";"46739";"4";"N/PAGO 46739";"5720000001";"";"138,81";"";"-267,76";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"06/12/2013";"1997";"46788";"4";"N/PAGO 46788";"5720000001";"";"237,09";"";"-30,67";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"10/12/2013";"2012";"47279";"2";"S/FACTURA 47279 (021213)";"6000000002";"";"";"32,28";"-62,95";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"10/12/2013";"2013";"47320";"2";"S/FACTURA 47320 (091213)";"6000000002";"";"";"58,54";"-121,49";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"10/12/2013";"2014";"47339";"2";"S/FACTURA 47339 (091213)";"6000000001";"";"";"140,36";"-261,85";""
"4000000071";"KIMALDI ELECTRONICS, S.L.";"11/12/2013";"2008";"46802";"4";"N/PAGO 46802";"5720000001";"";"30,67";"";"-231,18";""
"4000000084";"MEDIA MARKT, S.A.";"20/09/2013";"1460";"60402386";"2";"S/FACTURA 60402386 (200913)";"6000000002";"";"";"12,99";"-12,99";""
"4000000084";"MEDIA MARKT, S.A.";"01/10/2013";"1500";"60402386";"4";"N/PAGO 60402386";"5720000001";"";"12,99";"";"0";""
"4000000084";"MEDIA MARKT, S.A.";"15/11/2013";"1836";"60413617";"2";"S/FACTURA 60413617 (151113)";"6000000001";"";"";"29,95";"-29,95";""
"4000000084";"MEDIA MARKT, S.A.";"01/12/2013";"1898";"60413617";"4";"N/PAGO 60413617";"5720000001";"";"29,95";"";"0";""
"4000000084";"MEDIA MARKT, S.A.";"24/12/2013";"2077";"60422125";"2";"S/FACTURA 60422125 (231213)";"6000000001";"";"";"29,7";"-29,7";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"01/01/2013";"1";"";"970";"APERTURA";"";"";"";"13,31";"-13,31";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"10/01/2013";"72";"1942";"4";"N/PAGO 1942";"5720000001";"";"13,31";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"31/01/2013";"223";"12";"2";"S/FACTURA 12 (310113)";"6070000008";"";"";"13,31";"-13,31";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"05/02/2013";"226";"12";"4";"N/PAGO 12";"5720000001";"";"13,31";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"28/02/2013";"343";"198";"2";"S/FACTURA 198 (280213)";"6070000008";"";"";"13,31";"-13,31";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"05/03/2013";"431";"198";"4";"N/PAGO 198";"5720000001";"";"13,31";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"31/03/2013";"531";"387";"2";"S/FACTURA 387 (310313)";"6070000008";"";"";"14,52";"-14,52";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"03/04/2013";"603";"387";"4";"N/PAGO 387";"5720000001";"";"14,52";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"03/05/2013";"787";"581";"2";"S/FACTURA 581 (300413)";"6070000008";"";"";"14,52";"-14,52";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"03/05/2013";"788";"581";"4";"N/PAGO 581";"5720000001";"";"14,52";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"31/05/2013";"872";"777";"2";"S/FACTURA 777 (310513)";"6070000008";"";"";"14,52";"-14,52";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"06/06/2013";"944";"777";"4";"N/PAGO 777";"5720000001";"";"14,52";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"30/06/2013";"1058";"967";"2";"S/FACTURA 967 (300613)";"6070000008";"";"";"14,52";"-14,52";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"04/07/2013";"1111";"967";"4";"N/PAGO 967";"5720000001";"";"14,52";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"31/07/2013";"1194";"1155";"2";"S/FACTURA 1155 (310713)";"6070000008";"";"";"14,52";"-14,52";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"02/08/2013";"1195";"1155";"4";"N/PAGO 1155";"5720000001";"";"14,52";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"31/08/2013";"1323";"1343";"2";"S/FACTURA 1343 (310813)";"6070000008";"";"";"14,52";"-14,52";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"03/09/2013";"1399";"1343";"4";"N/PAGO 1343";"5720000001";"";"14,52";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"30/09/2013";"1486";"1530";"2";"S/FACTURA 1530 (300913)";"6070000008";"";"";"15,73";"-15,73";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"02/10/2013";"1568";"1530";"4";"N/PAGO 1530";"5720000001";"";"15,73";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"01/11/2013";"1783";"1715";"2";"S/FACTURA 1715 (311003)";"6070000008";"";"";"16,94";"-16,94";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"07/11/2013";"1808";"1715";"4";"N/PAGO 1715";"5720000001";"";"16,94";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"01/12/2013";"1979";"1898";"2";"S/FACTURA 1898 (301113)";"6070000008";"";"";"16,94";"-16,94";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"10/12/2013";"2007";"1898";"4";"N/PAGO 1898";"5720000001";"";"16,94";"";"0";""
"4000000092";"ALCATRAZ SOLUTIONS, S.L.";"31/12/2013";"2119";"2083";"2";"S/FACTURA 2083 (311213)";"6070000008";"";"";"16,94";"-16,94";""
"4100000006";"IBERDROLA, S.A.";"03/01/2013";"64";"10383705";"2";"S/FACTURA 10383705 (020113)";"6280000002";"";"";"277,9";"-277,9";""
"4100000006";"IBERDROLA, S.A.";"04/01/2013";"66";"10383705";"4";"N/PAGO 10383705";"5720000001";"";"277,9";"";"0";""
"4100000006";"IBERDROLA, S.A.";"05/03/2013";"445";"10337823";"4";"N/PAGO 10337823";"5720000001";"";"315,13";"";"315,13";""
"4100000006";"IBERDROLA, S.A.";"06/03/2013";"444";"10337823";"2";"S/FACTURA 10337823 (010303)";"6280000002";"";"";"315,13";"0";""
"4100000006";"IBERDROLA, S.A.";"10/05/2013";"810";"10245168";"2";"S/FACTURA 10245168 (060513)";"6280000002";"";"";"231,35";"-231,35";""
"4100000006";"IBERDROLA, S.A.";"15/05/2013";"811";"10245168";"4";"N/PAGO 10245168";"5720000001";"";"231,35";"";"0";""
"4100000006";"IBERDROLA, S.A.";"01/07/2013";"1118";"10201314";"2";"S/FACTURA 10201314 (010713)";"6280000002";"";"";"271,1";"-271,1";""
"4100000006";"IBERDROLA, S.A.";"10/07/2013";"1136";"10201314";"4";"N/PAGO 10201314";"5720000001";"";"271,1";"";"0";""
"4100000006";"IBERDROLA, S.A.";"02/09/2013";"1398";"10231043";"2";"S/FACTURA 10231043 (270813)";"6280000002";"";"";"362,69";"-362,69";""
"4100000006";"IBERDROLA, S.A.";"05/09/2013";"1411";"10231043";"4";"N/PAGO 10231043";"5720000001";"";"362,69";"";"0";""
"4100000006";"IBERDROLA, S.A.";"01/11/2013";"1788";"8010198143";"2";"S/FACTURA 8010198143 (281013)";"6280000002";"";"";"327,87";"-327,87";""
"4100000006";"IBERDROLA, S.A.";"06/11/2013";"1804";"8010198143";"4";"N/PAGO 801019814";"5720000001";"";"327,87";"";"0";""
"4100000006";"IBERDROLA, S.A.";"31/12/2013";"2120";"10314379";"2";"S/FACTURA 10314379 (261213)";"6280000002";"";"";"287,57";"-287,57";""
"4100000008";"SEUR";"01/01/2013";"1";"";"970";"APERTURA";"";"";"";"36,6";"-36,6";""
"4100000008";"SEUR";"03/01/2013";"45";"44879";"4";"N/PAGO 44879";"5720000001";"";"26";"";"-10,6";""
"4100000008";"SEUR";"01/02/2013";"151";"48915";"4";"N/PAGO 48915";"5720000001";"";"10,6";"";"0";""
"4100000008";"SEUR";"15/07/2013";"1154";"24034";"2";"S/FACTURA 24034 (150713)";"6240000002";"";"";"26,92";"-26,92";""
"4100000008";"SEUR";"04/09/2013";"1404";"24034";"4";"N/PAGO 24034";"5720000001";"";"26,92";"";"0";""
"4100000008";"SEUR";"01/11/2013";"1787";"37351";"2";"S/FACTURA 37351 (311003)";"6240000002";"";"";"62,42";"-62,42";""
"4100000008";"SEUR";"04/12/2013";"1981";"37351";"4";"N/PAGO 37351";"5720000001";"";"62,42";"";"0";""
"4100000008";"SEUR";"31/12/2013";"2123";"44";"2";"S/FACTURA";"6240000002";"";"10";"";"10";""
"4100000008";"SEUR";"31/12/2013";"2123";"33";"2";"S/FACTURA";"6240000002";"";"1,25";"";"236,45";""
"4100000008";"SEUR";"31/12/2013";"2123";"44";"2";"S/FACTURA";"6240000002";"";"125,2";"";"235,2";""
"4100000008";"SEUR";"31/12/2013";"2123";"44";"2";"S/FACTURA";"";"";"100";"";"110";""
"4100000009";"VISA";"01/01/2013";"1";"";"970";"APERTURA";"";"";"";"546,18";"-546,18";""
"4100000009";"VISA";"02/01/2013";"51";"";"4";"N/PAGO TARJETA VISA";"5720000001";"";"510,82";"";"-35,36";""
"4100000009";"VISA";"31/01/2013";"143";"";"9";"GASTOS CREDIT CARD";"6020000002";"";"";"14,17";"-49,53";""
"4100000009";"VISA";"01/02/2013";"153";"";"4";"N/PAGO CREDIT CARD / DOMINIO";"";"";"49,53";"";"0";""
"4100000009";"VISA";"23/12/2013";"2068";"";"9";"GASTOS VARIOS CENA NAVIDAD";"6290000004";"";"";"165";"-165";""
"4100000010";"METAL 2000, S.L.";"01/01/2013";"1";"";"970";"APERTURA";"";"";"";"216,11";"-216,11";""
"4100000010";"METAL 2000, S.L.";"02/01/2013";"3";"1447";"4";"N/PAGO 1447";"5720000001";"";"216,11";"";"0";""
"4100000010";"METAL 2000, S.L.";"23/04/2013";"673";"400";"2";"S/FACTURA 400 (230413)";"6230000004";"";"";"213,44";"-213,44";""
"4100000010";"METAL 2000, S.L.";"04/05/2013";"792";"400";"4";"N/PAGO 400";"5720000001";"";"213,44";"";"0";""
"4100000010";"METAL 2000, S.L.";"23/07/2013";"1158";"707";"2";"S/FACTURA 707 (230713)";"6230000004";"";"";"213,44";"-213,44";""
"4100000010";"METAL 2000, S.L.";"01/08/2013";"1193";"707";"4";"N/PAGO 707";"5720000001";"";"213,44";"";"0";""
"4100000010";"METAL 2000, S.L.";"21/10/2013";"1665";"1017";"2";"S/FACTURA 1017 (211013)";"6230000004";"";"";"213,44";"-213,44";""
"4100000010";"METAL 2000, S.L.";"05/11/2013";"1794";"1017";"4";"N/PAGO 1017";"5720000001";"";"213,44";"";"0";""
"4100000010";"METAL 2000, S.L.";"26/12/2013";"2082";"1335";"2";"S/FACTURA 1335 (231213)";"6230000004";"";"";"213,44";"-213,44";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"31/03/2013";"605";"0800/13";"2";"S/FACTURA 0800/13 (310313)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"03/04/2013";"606";"0800/13";"4";"N/PAGO 0800/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"03/05/2013";"802";"1063/13";"4";"N/PAGO 1063/13";"5720000001";"";"72,6";"";"72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"06/05/2013";"801";"1063/13";"2";"S/FACTURA 1063/13 (300413)";"6290000003";"";"";"72,6";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"31/05/2013";"859";"1325/13";"2";"S/FACTURA 1325/13 (310513)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"04/06/2013";"939";"1325/13";"4";"N/PAGO 1325/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"30/06/2013";"1109";"1594/13";"2";"S/FACTURA 1594/13 (300613)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"04/07/2013";"1112";"1594/13";"4";"N/PAGO 1594/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"31/07/2013";"1188";"1855/13";"2";"S/FACTURA 1855/13 (310713)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"02/08/2013";"1196";"1855/13";"4";"N/PAGO 1855/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"31/08/2013";"1328";"2104/13";"2";"S/FACTURA 2104/13 (310813)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"04/09/2013";"1405";"2104/13";"4";"N/PAGO 2104/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"30/09/2013";"1485";"2363/13";"2";"S/FACTURA 2363/13 (300913)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"02/10/2013";"1569";"2363/13";"4";"N/PAGO 2363/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"31/10/2013";"1697";"2621/13";"2";"S/FACTURA 2621/13 (311013)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"05/11/2013";"1793";"2621/13";"4";"N/PAGO 2621/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"30/11/2013";"1894";"2881/13";"2";"S/FACTURA 2881/13 (301113)";"6290000003";"";"";"72,6";"-72,6";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"04/12/2013";"1982";"2881/13";"4";"N/PAGO 2881/13";"5720000001";"";"72,6";"";"0";""
"4100000047";"LIMPIEZAS ARMANDO, S.L.";"31/12/2013";"2086";"3142/13";"2";"S/FACTURA 3142/13 (311213)";"6290000003";"";"";"72,6";"-72,6";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/01/2013";"1";"";"970";"APERTURA";"";"";"127,05";"";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/01/2013";"10";"3300007";"1";"N/FACTURA M3300007";"";"";"127,05";"";"254,1";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"02/01/2013";"53";"003200400";"3";"N/COBRO M/3200400";"5720000001";"";"";"127,05";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"31/01/2013";"138";"003300007";"3";"N/COBRO M/3300007";"5720000001";"";"";"127,05";"0";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/02/2013";"186";"3300046";"1";"N/FACTURA M3300046";"";"";"127,05";"";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"15/02/2013";"272";"3300053";"1";"N/FACTURA A3300053";"";"";"106";"";"233,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/03/2013";"381";"3300086";"1";"N/FACTURA M3300086";"";"";"127,05";"";"360,1";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"04/03/2013";"373";"003300046";"3";"N/COBRO M/3300046";"5720000001";"";"";"127,05";"233,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"18/03/2013";"461";"003300053";"3";"N/COBRO A/3300053";"5720000001";"";"";"106";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/04/2013";"528";"003300086";"3";"N/COBRO M/3300086";"5720000001";"";"";"127,05";"0";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/04/2013";"548";"3300130";"1";"N/FACTURA M3300130";"";"";"127,05";"";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/05/2013";"693";"003300130";"3";"N/COBRO M/3300130";"5720000001";"";"";"127,05";"0";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/05/2013";"709";"3300172";"1";"N/FACTURA M3300172";"";"";"127,05";"";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"31/05/2013";"862";"003300172";"3";"N/COBRO M/3300172";"5720000001";"";"";"127,05";"0";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/06/2013";"899";"3300214";"1";"N/FACTURA M3300214";"";"";"127,05";"";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"15/06/2013";"983";"3300215";"1";"N/FACTURA A3300215";"";"";"70,66";"";"197,71";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/07/2013";"1032";"003300214";"3";"N/COBRO M/3300214";"5720000001";"";"";"127,05";"70,66";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/07/2013";"1064";"3300258";"1";"N/FACTURA M3300258";"";"";"127,05";"";"197,71";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"15/07/2013";"1164";"003300215";"3";"N/COBRO A/3300215";"5720000001";"";"";"70,66";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"31/07/2013";"1184";"003300258";"3";"N/COBRO M/3300258";"5720000003";"";"";"127,05";"0";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/08/2013";"1213";"3300301";"1";"N/FACTURA M3300301";"";"";"127,05";"";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/09/2013";"1353";"3300343";"1";"N/FACTURA M3300343";"";"";"127,05";"";"254,1";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"02/09/2013";"1332";"003300301";"3";"N/COBRO M/3300301";"5720000001";"";"";"127,05";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/10/2013";"1510";"3300387";"1";"N/FACTURA M3300387";"";"";"127,05";"";"254,1";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/10/2013";"1570";"003300343";"3";"N/COBRO M/3300343";"5720000003";"";"";"127,05";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"31/10/2013";"1698";"003300387";"3";"N/COBRO M/3300387";"5720000001";"";"";"127,05";"0";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"31/10/2013";"1708";"3300361";"1";"N/FACTURA A3300361";"";"";"285,8";"";"285,8";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/11/2013";"1730";"3300433";"1";"N/FACTURA M3300433";"";"";"127,05";"";"412,85";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"01/12/2013";"1928";"3300477";"1";"N/FACTURA M3300477";"";"";"127,05";"";"539,9";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"02/12/2013";"1970";"003300361";"3";"N/COBRO A/3300361";"5720000001";"";"";"285,8";"254,1";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"03/12/2013";"1971";"003300433";"3";"N/COBRO M/3300433";"5720000001";"";"";"127,05";"127,05";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"15/12/2013";"2027";"3300414";"1";"N/FACTURA A3300414";"";"";"248,05";"";"375,1";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"15/12/2013";"2033";"3300420";"1";"N/FACTURA A3300420";"";"";"211,51";"";"586,61";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"24/12/2013";"2073";"003300414";"3";"N/COBRO A/3300414";"5720000001";"";"";"248,05";"338,56";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"30/12/2013";"2088";"003300477";"3";"N/COBRO M/3300477";"5720000001";"";"";"127,05";"211,51";""
"4300000001";"VIT. DE LA POBLA DEL DUC";"31/12/2013";"2100";"3300435";"1";"N/FACTURA A3300435";"";"";"274,91";"";"486,42";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/01/2013";"1";"";"970";"APERTURA";"";"";"1471,12";"";"1471,12";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/01/2013";"4";"3300001";"1";"N/FACTURA M3300001";"";"";"229,9";"";"1701,02";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"02/01/2013";"53";"003200395";"3";"N/COBRO M/3200395";"5720000001";"";"";"221,43";"1479,59";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"15/01/2013";"79";"003200344";"3";"N/COBRO A/3200344";"5720000001";"";"";"1108,36";"371,23";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"15/01/2013";"83";"3300003";"1";"N/FACTURA A3300003";"";"";"816,02";"";"1187,25";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"15/01/2013";"84";"3300004";"1";"N/FACTURA A3300004";"";"";"1228,15";"";"2415,4";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"30/01/2013";"130";"003200347";"3";"N/COBRO A/3200347";"5720000001";"";"";"141,33";"2274,07";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"30/01/2013";"130";"003300004";"3";"N/COBRO A/3300004";"5720000001";"";"";"1228,15";"1045,92";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"31/01/2013";"138";"003300001";"3";"N/COBRO M/3300001";"5720000001";"";"";"229,9";"816,02";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"31/01/2013";"158";"3300023";"1";"N/FACTURA A3300023";"";"";"95,35";"";"911,37";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"31/01/2013";"159";"3300024";"1";"N/FACTURA A3300024";"";"";"296,45";"";"1207,82";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/02/2013";"181";"3300041";"1";"N/FACTURA M3300041";"";"";"229,9";"";"1437,72";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"11/02/2013";"245";"003300024";"3";"N/COBRO A/3300024";"5720000001";"";"";"296,45";"1141,27";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"15/02/2013";"259";"003300003";"3";"N/COBRO A/3300003";"5720000001";"";"";"816,02";"325,25";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"15/02/2013";"266";"3300047";"1";"N/FACTURA A3300047";"";"";"70,66";"";"395,91";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"28/02/2013";"354";"3300078";"1";"N/FACTURA A3300078";"";"";"155,36";"";"551,27";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/03/2013";"346";"003300023";"3";"N/COBRO A/3300023";"5720000001";"";"";"95,35";"455,92";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/03/2013";"376";"3300081";"1";"N/FACTURA M3300081";"";"";"229,9";"";"685,82";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"04/03/2013";"373";"003300041";"3";"N/COBRO M/3300041";"5720000001";"";"";"229,9";"455,92";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"15/03/2013";"488";"3300097";"1";"N/FACTURA A3300097";"";"";"201,34";"";"657,26";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"15/03/2013";"489";"3300098";"1";"N/FACTURA A3300098";"";"";"102,85";"";"760,11";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"18/03/2013";"461";"003300047";"3";"N/COBRO A/3300047";"5720000001";"";"";"70,66";"689,45";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"28/03/2013";"523";"003300098";"3";"N/COBRO A/3300098";"5720000001";"";"";"102,85";"586,6";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/04/2013";"527";"003300078";"3";"N/COBRO A/3300078";"5720000001";"";"";"155,36";"431,24";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/04/2013";"528";"003300081";"3";"N/COBRO M/3300081";"5720000001";"";"";"229,9";"201,34";""
"4300000003";"AGRICOLA DE CATADAU, S.C.V.L.";"01/04/2013";"543";"3300125";"1";"N/FACTURA M3300125";"";"";"229,9";"";"431,24";""
